"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
3137,2179,992,146,2747,1331,170,2442,2535,369,2874,954,3577,720,292,1965,2219,3127,764,2328,1593,430,3543,2910,714,2223,3098,2103,1471,505,1572,618,1038,1122,41,2742
3243,990,3292,551,2774,2234,2880,1314,760,712,3195,2824,2119,2782,748,767,824,1776,2121,2263,1408,2561,3063,348,2303,3004,514,1197,1007,2971,3153,3523,548,2568,1541,3371
3244,1594,1615,539,938,2472,242,2553,2036,1467,3446,979,1963,2047,359,2309,3051,850,203,2188,1580,3099,2212,2474,3186,1640,39,1030,2954,439,2622,20,296,3267,1778,410
3327,1387,274,217,91,2786,2083,1333,2901,1832,817,449,3488,1694,1438,374,320,3197,3509,744,125,2559,1947,2129,447,346,1690,3374,2249,2044,3298,3530,221,329,3177,327
3112,1654,3434,503,819,2059,1635,403,2996,322,349,648,1044,2529,734,2032,1693,3605,261,834,2892,445,2716,3586,959,1374,84,29,1821,97,2344,2990,3065,1338,1898,2462
2536,1779,1022,1969,1113,2539,271,3543,2056,1657,3596,3268,2910,98,618,2222,3042,1083,1038,2442,2725,546,3459,3577,1110,2085,2185,2664,1644,643,2219,2803,764,61,3436,416
576,3006,3088,1848,962,1472,3019,1309,3213,883,2273,70,825,2245,3091,2867,1970,1887,1269,3476,821,368,457,395,2737,182,3223,998,1481,3038,2039,904,1592,1017,2473,2354
2634,1823,3480,3124,316,181,233,2066,1745,2094,813,3458,2494,3141,3436,1320,417,2446,3052,3419,436,631,3017,2664,3510,2557,546,3316,3029,3420,2345,1526,2222,3250,488,1771
3010,3235,1862,941,117,2727,1163,1201,2198,1849,3282,3165,3059,381,1718,1419,275,762,3599,1006,3396,973,3516,718,3249,1123,3120,856,479,116,913,1683,1679,2401,1556,1573
726,3564,1758,1482,340,1726,3415,1696,1870,245,380,2615,287,910,1054,3518,1917,1565,2202,926,2506,1277,2869,3261,1579,1709,1522,358,428,331,620,922,1247,2562,3393,705
1791,214,1551,519,1446,419,1805,473,652,1094,1213,629,591,2759,1358,3172,2750,2295,2584,2381,502,2351,1966,179,896,342,1735,2491,168,2714,1990,2688,3236,2773,2780,3008
1193,1368,2894,1484,2925,3012,1327,526,2475,2537,2679,3397,724,464,3209,3207,2377,254,1453,2026,1494,148,785,1956,1085,1744,249,2669,1940,1241,1047,2237,441,2804,3329,2881
1277,3289,1120,331,1522,3225,3393,14,1126,2869,287,735,177,2063,1917,1768,1870,2400,1253,1709,298,1270,358,3190,260,1054,3415,1219,3564,3322,1625,173,3518,1405,1482,83
188,1608,3457,635,55,2500,1630,626,1182,1456,1534,1754,1114,1096,3148,2987,2657,3278,1638,72,1377,537,1322,784,127,2504,1752,2248,602,3462,2386,1078,1877,2057,3139,191
3266,1478,314,3487,678,1851,3406,1151,2936,983,3421,1530,1568,893,1243,1250,122,1554,3131,1196,2165,1037,1420,1202,1684,2526,1808,1112,2386,205,885,953,2497,681,1204,124
770,2738,3519,3021,1235,3337,2490,2180,2849,87,3356,469,365,2651,878,382,231,746,2127,1366,1220,1502,2653,3467,3471,418,933,3078,118,774,2449,554,1892,536,916,837
2554,3333,2795,456,615,1031,34,1249,3481,2884,198,2104,2781,2086,853,2139,2370,605,3411,446,364,713,2452,3358,1282,1865,3082,2409,2721,665,276,13,2713,3512,1454,2211
1851,1250,2165,1037,1478,1568,1530,1148,1112,2497,2526,2936,678,1202,2596,2842,3266,122,1684,314,3487,668,2334,1254,1204,698,1262,3421,2420,983,681,799,205,3406,376,1562
1007,568,1080,3069,1197,1610,2282,3371,474,2824,2568,1427,157,1776,2383,767,2730,150,1457,1539,3549,1408,514,136,3592,1989,1187,2234,956,3292,1075,616,2880,248,712,2692
2793,916,1267,2053,1025,3070,318,418,283,1288,3078,3453,3094,1625,746,2965,3168,2644,2888,1502,293,298,365,1253,1350,382,2284,3573,2988,1892,774,177,2490,675,1734,585
46,1004,1258,634,1724,366,459,3144,2968,1993,852,2388,1081,3495,1820,1674,953,2376,3582,205,1846,1420,700,1907,1546,2710,3054,77,124,1793,3248,1234,2048,1326,3131,2516
2937,2264,1042,3466,1804,1391,2748,2819,2374,1283,264,3589,775,2467,2378,1914,3465,180,3023,2805,2186,1162,1999,2218,3579,3217,2195,290,914,2122,1476,578,3563,1563,1040,1503
2209,1856,809,3479,2881,204,1813,2947,1490,3450,1241,2669,3507,511,929,1170,2917,254,1211,872,1940,3132,3114,2853,3484,3397,1494,866,160,2679,3604,2829,3485,3308,1102,2925
1204,218,1562,1254,496,3317,2526,297,1981,2293,253,2936,1568,285,874,1879,2596,2812,2420,961,2165,1478,668,1816,3266,3462,1151,2497,2387,927,983,1037,3139,1148,784,1851
1680,3167,1923,1319,465,3130,2983,2847,1800,1909,68,397,1995,1587,3587,3375,448,1225,1175,2034,3100,185,860,1723,443,1863,2661,977,3140,3202,1721,1972,797,2177,3314,2973
1435,1954,80,1583,2628,589,3236,2688,1987,2900,2012,2579,179,2496,2080,3134,2808,1774,3172,2460,1596,2750,2491,168,2276,1702,2659,1668,2197,629,2437,1356,2339,2277,2295,854
2978,940,506,1248,906,2546,915,1507,1830,240,2654,1491,3216,1876,2337,2619,1215,1397,1214,2961,3013,2833,2523,3290,1346,2340,571,2447,1652,1360,1015,2246,1584,2997,1617,1600
2346,3345,1777,1950,1595,1538,300,3561,142,1552,2696,3224,1553,1637,470,390,3255,3310,2870,1323,2078,2542,429,531,2275,3492,2588,2436,1665,3469,31,792,235,3181,1266,3526
1914,1040,2412,3103,2819,3023,290,2937,371,3239,3303,775,264,2402,1930,2583,1042,1476,2122,1804,1045,1155,1755,1957,1043,2192,1257,2748,2805,583,180,28,1880,1391,2938,1747
2727,275,973,718,1862,3059,3165,1142,1679,3554,1683,1201,117,3120,2498,3440,3010,3599,762,856,2471,3595,3235,941,3570,2914,381,2462,783,3516,3282,2603,1528,2198,97,525
2413,2534,2384,2181,1708,236,1899,3163,2908,826,3074,259,378,1658,145,2361,2333,2955,1642,3161,2836,1298,3256,3449,3531,823,415,3496,2310,1906,758,1304,129,1962,105,3394
190,1729,3281,1499,1853,2675,623,3152,2193,2666,1786,1311,1115,905,2438,2155,1711,1418,2090,93,2802,1997,1245,1297,901,2407,1564,2731,2478,291,1061,2879,587,888,2551,2046
1961,3370,899,2340,1600,2071,2136,723,1215,2765,1214,1404,2311,1652,3367,485,1830,2141,2392,3183,1884,1491,2332,2101,940,1015,2037,351,1372,3216,1035,1360,2298,1785,1248,2389
52,903,1317,1575,1889,1064,1029,2582,2379,2607,1924,917,37,3418,1650,3583,3499,2851,674,3494,932,671,580,952,3319,1629,1055,2268,3403,2315,1589,908,859,1749,2405,2183
1097,1434,2169,2359,2673,1485,2027,1884,434,3228,1603,1172,2660,2298,1023,2392,1772,1882,3454,109,497,3367,1801,1210,2841,2136,689,1035,215,1430,351,3048,2605,776,1925,2311
1602,2550,2015,2102,2194,2902,2263,984,637,1852,789,1321,3063,2726,209,667,3153,1352,548,561,2693,1314,2018,2119,877,490,1537,1818,90,3191,2338,748,2121,2671,1437,1739
2209,2853,3450,1490,1102,160,1211,866,3479,809,1034,935,2147,929,3507,1156,863,2191,1813,3274,1233,3604,3308,1856,1699,1498,2947,587,204,2731,2132,3132,3114,291,989,2881
3360,956,1187,1977,305,3201,2692,594,248,1427,2903,1500,3026,150,2730,3237,1864,2305,1060,2108,1989,2428,2492,3592,1480,568,2794,1532,2422,1610,2148,3342,474,2282,2672,2270
215,1882,1772,1430,1485,1434,776,1925,2739,3228,434,1168,1801,630,2767,2841,2169,2359,670,109,550,3454,2307,312,2408,964,2660,2298,1097,2673,2745,1068,2440,2369,2027,1884
1752,1549,1937,191,2510,3376,2099,719,1638,3106,1078,2009,2431,633,679,2987,1344,2092,401,3351,2893,885,1630,2735,1475,113,127,2347,343,373,3482,1754,1931,3457,1817,1196
3429,631,301,715,1973,1526,1320,3316,85,3136,3039,99,813,435,2843,1403,2557,2213,2446,1771,2585,564,3124,1745,467,1390,1644,839,61,3155,181,1493,3270,2664,939,509
1995,2983,2514,1721,2670,3100,448,1680,2034,2916,1319,2857,2847,3314,1158,397,3167,977,1741,1687,1723,3130,3133,3375,1923,3140,861,465,1225,931,68,797,1905,1909,1863,1535
176,991,115,11,272,3566,1002,524,1058,950,2186,3254,1185,2612,1100,2218,2728,578,2225,3151,2689,1283,1614,3475,3563,2467,2088,1544,1604,2131,180,2427,1999,3497,1019,3203
547,105,3287,2172,3433,1274,2033,3496,1422,412,2545,3449,867,2518,2434,2022,145,131,415,2701,133,192,1819,3160,15,826,1577,3032,2908,3531,1651,1021,2680,3412,710,2413
3156,887,258,295,3521,2736,641,1121,2229,2533,149,2228,334,2899,3468,549,2636,2404,193,1983,2214,2076,284,1369,1518,2450,745,396,2662,985,3477,3401,1920,325,1945,2567
357,1351,3392,2547,544,2060,3315,796,868,3463,2915,1361,2592,1383,1335,2493,3313,1101,1006,420,913,1349,833,1460,671,1229,932,399,1199,3240,3396,1749,1714,1005,3125,908
375,1748,3384,455,1003,1803,1436,1107,202,3113,167,3609,640,685,2128,573,2761,2608,848,1062,3073,2912,411,3591,2927,1677,1104,2801,1959,3600,3031,57,3574,921,332,1760
988,40,696,494,600,2931,2771,1647,582,2167,944,2162,902,2656,1294,1409,743,2168,2196,1639,337,2112,350,2254,1841,1336,1945,444,2663,396,2098,3178,2800,2123,745,408
55,72,635,1377,1114,1096,2504,1534,1147,2248,1456,1608,1877,3278,2500,188,556,3139,3148,3457,1322,3448,784,626,112,3462,1630,927,1754,3060,537,961,1974,2657,1802,285
2299,1315,2928,2616,1272,1912,476,2409,1373,2111,1626,1191,1454,1251,555,1550,13,2318,3460,2370,466,779,605,163,1673,3093,243,2862,3227,187,2678,3082,3229,74,3205,3358
1915,688,3102,1466,1024,717,545,134,2281,3111,3212,2705,262,2930,1414,1613,795,1307,1264,2783,2459,2267,355,1622,1032,336,2262,3470,2458,3247,478,875,2677,1384,965,928
1002,2427,176,2225,3151,524,272,991,2689,468,1324,1614,1176,2612,3522,2306,2728,3538,115,950,911,2724,3566,3254,2486,2024,1019,1740,3497,909,811,11,1544,2187,757,2088
3380,2205,178,1463,3572,1261,579,2966,3404,1237,2652,2838,1417,2043,3565,2061,2850,669,30,2482,2958,2733,2810,306,1072,1894,3445,1566,1099,1751,3309,1767,2224,3284,2859,882
956,1427,2730,1171,248,1977,3360,150,3592,3237,1610,3201,2692,1480,568,2282,305,2903,3026,1989,3342,594,2133,474,2428,1539,1152,1500,2305,1080,1060,1051,3069,157,1864,2794
2530,832,3275,2468,960,982,2817,129,1376,2948,588,2220,1651,2096,2836,1505,2170,1095,2701,415,2489,1797,1658,1489,749,1642,3297,1452,2240,2913,867,2105,1899,943,362,1733
343,2092,3055,2998,424,1817,2735,2431,1433,1770,1426,2922,3106,401,2435,2051,1988,2569,1937,994,3389,1344,2099,1931,2461,2479,1305,2423,64,538,1549,937,2684,2417,2893,2125
1599,1998,716,2484,702,3277,2967,507,532,1671,2429,557,2934,1895,680,3164,2985,321,975,1423,2718,3273,1590,802,1872,1873,846,535,1695,2558,2000,1659,3180,2858,2091,2348
2862,1912,13,2318,1272,187,2409,74,3358,1626,1183,1843,605,3093,2299,1542,2713,2928,2781,779,2370,886,1454,2788,2139,1550,1921,1315,504,2616,34,2326,476,1252,1373,2721
25,210,3349,477,2699,2016,1561,2110,3034,2531,2941,3438,2525,3424,2929,2887,1953,3096,2639,3204,2203,2207,3365,1725,1285,1829,2760,2439,3326,3284,593,1367,2809,2830,673,3445
1145,3207,1484,2475,2537,2894,3209,464,1368,1956,1744,3012,1327,1453,1085,2804,526,2925,724,2373,148,2237,441,2818,785,2679,2377,1850,3397,294,2026,996,676,249,254,2020
725,722,1989,1060,155,136,2184,53,2148,2692,474,1075,2023,1632,150,3026,2732,2383,1948,2175,3399,1386,956,3360,568,3069,530,2943,2108,3549,1343,1427,1612,663,2568,594
5,2822,1860,1792,1910,3320,442,3307,948,303,3597,2030,1412,665,1282,2372,1089,1228,446,2744,2211,3439,3123,1382,364,3251,2114,198,3230,3472,1249,3460,2924,3082,2618,666
1554,885,1243,3406,2386,3351,3487,3482,893,719,983,314,1808,679,3266,1148,3376,2470,113,191,3421,3131,2009,678,1638,124,1478,1513,1173,1420,3457,2347,2936,1549,1851,1752
2824,3069,1007,2568,1152,767,1408,1776,2383,568,1080,3292,3549,474,3371,1610,2880,2234,1075,220,157,2282,136,514,2121,712,3243,1135,150,1427,530,1457,2730,2119,2774,1989
2754,3405,2835,2746,3196,2366,393,1293,2348,3486,2756,1353,936,1812,1873,3355,183,3271,126,313,1092,529,2985,1695,708,2226,3246,508,3602,975,2877,2548,2035,2242,532,1439
1101,399,908,1361,3451,3387,3313,3319,932,2060,1840,597,1714,1650,2915,544,2565,3594,2607,1349,1558,796,1924,671,1629,1330,1388,918,2547,1179,1317,1392,1232,357,3170,2493
1936,1722,2466,2570,800,654,1041,3116,2623,1789,2410,1342,1547,2831,408,2953,363,347,2259,1766,458,2708,3020,444,2993,3514,2704,186,695,1639,808,2791,895,2656,69,1618
3599,3059,3516,1862,3010,381,525,1683,1142,2198,1163,1573,2914,941,611,973,2727,479,1133,3570,810,3235,2498,1419,117,718,116,1883,1129,275,3373,1849,3447,3554,3165,518
1684,1530,1250,1112,681,698,122,3248,1037,1851,1262,263,205,678,1151,2842,2330,2156,1420,1081,3421,3582,2165,2497,799,1148,3226,120,2538,1478,3144,2334,314,647,1568,728
44,900,1660,2416,1450,1001,2158,3025,3294,965,1242,2312,3016,1132,3247,2648,481,3576,189,562,632,443,898,336,1511,1972,355,1,394,1414,2661,3357,1246,1928,3111,1052
2526,1157,1562,1254,1568,218,1981,2596,2936,496,2165,2420,1478,297,1151,2293,2497,3317,668,3266,285,1037,253,1851,1879,2334,1148,983,1250,874,2842,2812,376,961,3487,1112
1487,1082,78,534,1869,2485,1091,487,2007,559,596,2125,3122,2433,2715,1061,2423,1967,3435,1978,3219,1305,2106,1997,2090,2221,2457,2569,2479,2610,431,1115,1341,3068,2922,1891
3018,219,3369,2855,224,286,2685,463,360,3603,2418,1664,1814,2821,2676,3416,2011,370,2272,1043,1231,1510,2909,1880,3115,1780,699,687,2130,1362,1257,144,2687,2752,563,2329
590,1447,311,2906,1118,3533,1271,2252,3185,1486,2866,3145,737,3425,2599,2828,82,2174,2093,1428,1841,1809,350,1087,946,2861,2972,379,750,2233,2800,2511,3178,2151,2201,3540
184,3389,3304,994,2602,3009,1770,781,3578,937,2417,2627,2051,3444,2435,404,3338,3192,3312,2998,538,3055,1090,2290,2519,3408,1605,2461,1492,2360,1433,460,1426,2317,1621,3147
2215,974,3061,1928,2501,632,2720,3459,1622,791,1132,189,2085,3079,875,355,2803,2158,416,2056,1379,98,1613,2281,965,2807,900,3357,3016,269,3042,1414,2117,2725,1032,44
2605,1023,3593,3118,497,2027,2673,689,2415,2994,2896,2660,1603,1628,49,425,2359,3048,1035,51,2898,3571,1097,2945,1168,2045,434,3454,2848,1560,2392,1515,1434,1529,302,3529
1490,2853,2147,3507,3274,3604,809,1170,2132,3097,1034,3114,2209,2854,1102,1233,2947,2278,1156,3450,204,2343,160,2126,255,863,884,3484,2079,1498,3479,3135,935,3119,2917,103
3365,2809,341,1737,1847,1263,3005,2929,1285,1634,2580,1921,1829,3034,1284,2882,504,1252,2531,2741,238,3512,3349,2887,2830,2721,3003,3428,1843,1542,1725,1063,60,477,2713,2788
502,419,1358,519,896,1144,652,2773,1446,2381,1551,3503,71,1791,214,2217,2584,2759,473,527,1094,2714,26,1805,1735,1783,3562,629,591,140,516,1966,2750,3232,840,2351
1830,3216,485,1015,2340,3370,1248,1215,2961,1785,723,1166,940,915,2332,3388,1600,1961,1160,906,1916,153,1491,1652,3183,2311,2071,3290,1370,899,2940,2546,3044,2765,2619,2136
1600,2340,1491,1652,940,1830,1214,1166,2765,1360,2546,1248,3370,2071,1397,2101,3216,1160,1961,2997,2766,485,899,1015,2654,506,915,906,2141,2037,723,1346,2961,1606,2978,1404
1730,3455,2635,942,703,3027,876,89,2411,739,3014,1857,793,138,2153,92,409,1440,1826,2630,1742,1276,1653,1927,1964,2067,1572,981,1648,1088,714,3194,3324,3483,738,683
2255,658,3340,3502,653,968,2456,2300,2814,3234,1328,2672,592,3015,2799,432,1532,1300,114,3171,3407,2631,2371,199,323,2422,2492,1750,1864,2790,3138,2294,1363,1624,1881,1500
2375,1543,2593,2077,731,2753,3544,3193,2624,1424,3535,3555,1682,3057,3413,2445,280,1389,751,2116,1760,2667,1104,1497,2058,361,3146,761,172,2844,2075,3541,3591,486,2778,2250
3322,735,997,1768,1405,62,1046,2400,3190,1345,3225,377,83,2868,3289,2463,14,2084,2524,260,352,870,1126,2520,1270,1146,3104,229,2749,331,892,194,1120,1109,2063,1784
2449,3471,118,878,2180,1366,1125,2251,3519,2651,2127,837,540,770,536,2444,3356,933,1325,925,2499,1149,23,2849,3337,2653,969,2823,1401,3021,610,690,3262,201,1502,1235
107,123,2316,820,1012,482,553,3150,3431,2488,2142,1982,581,2430,2291,1858,1713,2335,2519,686,1090,299,3083,945,3269,50,119,1066,2451,3611,2317,440,460,1559,2740,781
980,330,135,2956,1633,400,873,59,2839,1495,1716,1620,1888,387,1656,3426,2776,3607,2341,1609,2321,2964,3417,2923,2019,1831,2453,1240,2620,798,1585,3506,2544,2700,3049,812
1578,2778,2844,3280,1301,3218,862,3037,3146,1389,1932,2640,132,361,3555,2350,1093,1611,1239,691,3575,3325,280,486,2190,2624,307,244,3558,2593,2678,384,175,1497,1543,1606
2572,2261,95,1720,2571,1703,1049,1979,1073,3501,2787,1395,3346,3283,3473,2846,2354,2204,2989,1688,288,864,1643,3491,1592,1071,1481,1312,3525,171,45,543,368,3279,1105,3066
3140,397,2661,2973,1909,3130,1511,977,1039,443,1319,465,2648,1384,931,448,3587,1158,3294,1242,336,2983,3133,3314,1680,1972,2459,1800,830,1923,3100,2416,3167,2930,860,1535
3107,1763,498,452,1329,1746,421,461,2100,1278,200,533,894,2904,2647,196,1407,522,831,2325,2873,2296,2279,2134,1238,993,2825,3300,3077,2124,3437,765,3177,2391,1455,1795
1698,2253,2683,2604,1536,1897,1354,3143,2464,558,1762,2159,1911,912,3513,413,234,3000,1824,2323,2834,1580,710,2581,203,3366,1464,2014,225,281,3267,1765,2594,2622,192,842
2372,2114,3472,3251,442,303,3439,1910,273,1296,2744,1792,1412,666,6,2618,5,3597,1393,3532,2072,1406,2924,1382,2822,3307,3214,1996,1663,1195,1089,407,1705,3300,3320,1259
1477,1005,3240,3354,1383,3463,733,1335,1732,608,913,1351,3125,3249,3569,3011,3392,3315,3523,1123,1718,3259,833,1787,868,1006,1357,1179,2999,357,2561,3282,1364,2547,1056,2592
756,2177,483,3175,185,139,2271,1524,3311,1587,3076,860,3202,1520,2073,827,1800,1246,68,106,1268,2107,3542,2933,394,1923,2815,3162,3587,1972,1863,684,919,3576,465,786
144,463,3511,1814,3115,1707,410,2487,2272,3018,2676,2641,224,1260,2755,2685,39,2752,694,1206,2418,219,2954,3241,850,699,3186,3483,2508,1510,3369,1070,3416,3446,1927,3474
2049,1629,2405,1388,270,2565,597,2797,2851,3319,2541,1108,918,3387,1924,2268,3372,344,2171,995,3594,3451,1889,917,104,282,908,3573,1650,1734,1055,3170,1943,1199,2988,1317
1034,1498,3119,255,2147,2132,863,2853,930,3068,2343,3274,1102,989,2610,1796,1211,2854,935,1170,587,3400,1490,2221,2856,2106,3135,3604,3097,2715,211,160,1245,559,3507,2126
3527,1846,1907,3495,1751,2224,647,1566,459,1993,2512,669,2403,3582,2710,1004,2838,1072,120,2330,1820,1258,2859,1081,46,2850,3422,1619,1261,2966,1508,2048,1154,3248,3572,2810
87,3337,1149,2738,469,3519,3021,231,3356,2490,770,3467,382,878,2180,365,2849,554,2127,746,2651,1892,1220,1502,3471,2992,3078,1366,2653,418,2694,536,933,916,675,2449
3361,222,2394,3293,512,604,1878,1423,801,2591,2238,1400,1590,17,2532,3508,1659,1576,3180,2308,2967,2934,1496,96,73,2977,2226,335,2035,680,1033,2178,975,27,3498,716
3565,1463,2061,3380,3445,1099,579,3284,1186,3404,882,2439,2733,178,306,2205,3096,2448,2482,2043,30,1417,3326,3438,1086,879,2941,3572,1261,2760,967,2266,2966,2016,2652,1839
510,3437,196,1795,2100,2134,1918,1473,452,2647,2296,1050,3265,498,2005,200,2365,2391,1571,1278,2509,1875,1226,2124,2050,1746,345,2515,2886,993,1763,3590,79,2613,522,501
1673,1468,3575,2678,862,132,1550,163,361,1578,10,691,1373,2778,515,1497,779,3037,2928,1223,555,1626,1389,3205,1301,2624,772,2326,3325,2075,2844,1315,1810,3413,3093,1093
1620,3095,2620,3049,3426,315,2964,1303,3607,1028,2088,135,2544,143,1604,3497,873,400,2923,2769,475,2785,3203,909,2341,1495,980,950,2612,1222,2905,2038,1888,1100,2689,1633
1940,3397,2881,254,511,1856,2377,2829,2925,2669,1156,1813,3329,3012,204,2679,872,3479,249,526,2917,1494,1781,492,809,2209,3132,1145,1368,929,2947,849,724,1904,2894,3450
443,1972,3576,1001,2648,2416,3587,2661,2312,1246,1203,3294,1909,860,394,1450,1511,1660,465,1225,1800,44,2973,1,139,481,3076,900,336,3247,3130,3025,185,2107,965,1384
983,3487,3406,1196,2386,3266,1554,314,3351,1148,893,885,2936,1478,1808,3482,719,678,3421,679,1851,3131,784,1568,285,2470,191,122,2500,3376,1151,3462,113,1638,124,1530
156,3390,2239,2029,986,1975,1697,2189,2265,495,2729,1337,2864,2505,1835,627,3276,1398,309,1868,1581,3286,3,2173,759,3109,1399,1569,790,3086,3608,1701,2406,1710,2064,154
1997,2106,2438,3152,587,989,2675,2007,1115,2731,3068,863,1786,3281,1061,2715,935,1498,1729,291,1165,2610,1869,2193,78,2090,3119,2191,1102,1034,559,2155,190,596,1233,160
394,3576,3076,1972,860,139,2107,2312,3587,1242,185,483,1,1001,443,1800,827,1230,3517,481,1450,684,1909,465,1587,2416,2177,1524,756,2648,1052,1923,1203,2661,2933,3175
428,843,3359,1565,147,1579,910,707,2202,299,1933,922,245,50,2506,705,1316,440,2740,1054,2142,1758,1858,380,2507,1709,851,2911,1482,2335,3269,173,2869,3158,1726,820
3216,915,906,1830,1160,940,1214,2961,2978,2546,2619,1215,1015,240,506,3290,2340,1491,485,3388,3370,1876,1507,1370,2654,1584,1397,1600,1652,571,1785,2337,58,2447,1166,1360
198,456,2104,2554,446,364,1282,1150,34,3082,665,2795,2370,3333,948,2211,605,2781,1454,3460,3320,615,1031,2030,2409,1860,3123,3481,3358,476,2884,3307,13,2299,2139,466
1530,1851,1202,1151,1037,1112,1684,678,2165,2842,1478,698,122,2497,1148,681,1568,1262,205,3421,3248,2596,314,2334,2526,3266,799,263,2156,2936,1420,668,3487,2330,3226,893
2111,2616,476,466,243,3229,1315,3227,3460,2299,3230,3238,555,1183,1454,3123,1127,1705,1373,3205,2928,1089,3101,3082,2211,1382,1272,2409,586,1259,163,2030,1912,2924,2370,3184
1847,2788,1921,3428,2580,1542,1843,1263,1986,3003,341,74,504,3402,187,1212,886,1284,3005,2713,1009,704,2862,1063,2809,2476,2318,1737,3093,1634,2721,3350,1191,2741,3365,2326
1126,177,1288,1625,260,2284,1120,2400,298,1025,2644,892,3289,3393,3070,283,83,585,1146,1522,735,3322,1153,1267,3453,2988,2524,358,1350,2052,3225,2053,1046,1917,282,2965
1562,2526,1981,1204,2596,2420,496,1157,2165,668,218,1568,2497,2936,297,1151,1037,376,2334,1478,2842,1250,3317,729,1851,3266,1112,253,2293,799,1148,874,285,1262,1530,983
2349,1815,1290,3198,2642,2632,2665,566,2712,1415,2041,2042,2950,1621,709,3332,102,159,433,1645,1492,2891,3408,2144,2600,3192,3182,2682,1605,1076,538,978,2,3568,1871,373
3053,3398,741,1985,528,845,3339,768,2089,2677,2397,2957,1727,3470,806,2288,2210,2772,2458,2267,795,2775,976,2705,2517,928,134,2734,226,1764,1307,1024,2783,2426,717,2322
2821,2909,1043,1747,1476,3303,3603,360,2805,3023,2649,2583,2855,775,1780,1880,2164,3103,286,2819,3369,370,2748,2011,3579,3199,1162,1957,371,1900,1042,1206,2329,2687,1719,2412
1004,1993,1154,1820,2968,634,46,3495,700,2710,1674,366,459,1907,2048,1546,1724,852,1081,1846,1234,3144,1488,754,1326,2512,3054,2388,2376,3422,3582,2481,2224,953,2055,77
